confidence_1	humanaccuracy_1	humanaccuracy_comparison_1	confidence_2	humanaccuracy_2	humanaccuracy_comparison_2	trust_2	use_likelihood_2	use_binary_2	confidence_3	humanaccuracy_3	humanaccuracy_comparison_3	trust_3	use_likelihood_3	use_binary_3	id
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	13/13	4/13	Somewhat confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	8/25	8/25	249
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	7/13	6/13	Moderately confident	9/25	approximately equal to the median accuracy (41-60%)	Yes	10/25	9/25	250
Moderately confident	7/14	higher than most accuracies (61-80%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	6/13	7/13	Moderately confident	10/25	among the highest accuracies (80-100%)	Yes	16/25	14/25	251
Extremely confident	9/14	higher than most accuracies (61-80%)	Extremely confident	13/13	among the highest accuracies (80-100%)	Yes	13/13	12/13	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	25/25	25/25	252
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	8/13	Moderately confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	13/25	13/25	253
Somewhat confident	7/14	lower than most accuracies (21-40%)	Slightly confident	9/13	lower than most accuracies (21-40%)	Yes	6/13	5/13	Somewhat confident	8/25	lower than most accuracies (21-40%)	Yes	6/25	8/25	254
Slightly confident	6/14	lower than most accuracies (21-40%)	Somewhat confident	7/13	lower than most accuracies (21-40%)	Yes	3/13	3/13	Somewhat confident	11/25	approximately equal to the median accuracy (41-60%)	Yes	5/25	5/25	255
Not confident at all	9/14	approximately equal to the median accuracy (41-60%)	Not confident at all	10/14	approximately equal to the median accuracy (41-60%)	No	0/14	0/14	Not confident at all	18/25	approximately equal to the median accuracy (41-60%)	No	0/25	0/25	256
Somewhat confident	8/14	higher than most accuracies (61-80%)	Somewhat confident	9/14	higher than most accuracies (61-80%)	Yes	1/14	1/14	Somewhat confident	18/25	higher than most accuracies (61-80%)	Yes	2/25	2/25	257
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	approximately equal to the median accuracy (41-60%)	No	2/13	1/13	Moderately confident	21/25	approximately equal to the median accuracy (41-60%)	No	0/25	0/25	258
Moderately confident	8/14	higher than most accuracies (61-80%)	Moderately confident	10/13	higher than most accuracies (61-80%)	No	3/13	3/13	Moderately confident	16/25	higher than most accuracies (61-80%)	No	3/25	3/25	259
Somewhat confident	5/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/13	higher than most accuracies (61-80%)	Yes	11/13	13/13	Somewhat confident	19/25	higher than most accuracies (61-80%)	Yes	4/25	4/25	260
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	10/14	higher than most accuracies (61-80%)	Yes	8/14	8/14	Somewhat confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	15/25	15/25	261
Extremely confident	10/14	among the highest accuracies (80-100%)	Moderately confident	11/13	among the highest accuracies (80-100%)	Yes	12/13	10/13	Extremely confident	23/25	among the highest accuracies (80-100%)	Yes	25/25	25/25	262
Moderately confident	10/14	among the highest accuracies (80-100%)	Somewhat confident	10/14	among the highest accuracies (80-100%)	Yes	10/14	10/14	Moderately confident	22/25	among the highest accuracies (80-100%)	Yes	22/25	23/25	263
Extremely confident	10/14	higher than most accuracies (61-80%)	Moderately confident	12/13	higher than most accuracies (61-80%)	Yes	13/13	0/13	Somewhat confident	18/25	approximately equal to the median accuracy (41-60%)	Yes	23/25	1/25	264
Extremely confident	10/14	higher than most accuracies (61-80%)	Extremely confident	14/14	among the highest accuracies (80-100%)	Yes	14/14	14/14	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	25/25	25/25	265
Somewhat confident	7/14	lower than most accuracies (21-40%)	Somewhat confident	5/13	lower than most accuracies (21-40%)	Yes	10/13	10/13	Moderately confident	19/25	approximately equal to the median accuracy (41-60%)	Yes	10/25	10/25	266
Somewhat confident	11/15	approximately equal to the median accuracy (41-60%)	Somewhat confident	10/15	higher than most accuracies (61-80%)	Yes	2/15	0/15	Somewhat confident	18/25	approximately equal to the median accuracy (41-60%)	Yes	7/25	1/25	267
Moderately confident	12/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	13/13	2/13	Somewhat confident	17/25	approximately equal to the median accuracy (41-60%)	Yes	2/25	2/25	268
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	8/14	1/14	Moderately confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	18/25	0/25	269
Moderately confident	11/14	higher than most accuracies (61-80%)	Moderately confident	9/13	higher than most accuracies (61-80%)	Yes	8/13	7/13	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	17/25	16/25	270
Moderately confident	13/14	higher than most accuracies (61-80%)	Moderately confident	11/14	higher than most accuracies (61-80%)	Yes	6/14	0/14	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	8/25	0/25	271
Extremely confident	6/14	lower than most accuracies (21-40%)	Extremely confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	8/14	7/14	Extremely confident	20/25	higher than most accuracies (61-80%)	Yes	21/25	24/25	272
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	15/25	higher than most accuracies (61-80%)	No	3/13	3/13	Moderately confident	13/25	higher than most accuracies (61-80%)	No	2/25	2/25	273
Extremely confident	13/14	higher than most accuracies (61-80%)	Somewhat confident	18/25	higher than most accuracies (61-80%)	Yes	8/13	1/13	Moderately confident	18/25	higher than most accuracies (61-80%)	Yes	4/25	2/25	274
Slightly confident	9/14	approximately equal to the median accuracy (41-60%)	Slightly confident	7/13	approximately equal to the median accuracy (41-60%)	No	0/13	0/13	Slightly confident	12/25	approximately equal to the median accuracy (41-60%)	No	2/25	0/25	275
Moderately confident	7/14	approximately equal to the median accuracy (41-60%)	Extremely confident	10/13	higher than most accuracies (61-80%)	Yes	10/13	6/13	Extremely confident	21/25	higher than most accuracies (61-80%)	Yes	23/25	10/25	276
Somewhat confident	9/14	higher than most accuracies (61-80%)	Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Yes	5/14	2/14	Somewhat confident	8/25	approximately equal to the median accuracy (41-60%)	Yes	5/25	1/25	277
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	9/13	Moderately confident	12/25	higher than most accuracies (61-80%)	Yes	12/25	13/25	278
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Slightly confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	8/14	9/14	Slightly confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	18/25	12/25	279
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	7/13	Somewhat confident	9/25	approximately equal to the median accuracy (41-60%)	Yes	10/25	10/25	280
Not confident at all	2/14	among the lowest accuracies (0-20%)	Slightly confident	4/14	among the lowest accuracies (0-20%)	Yes	7/14	11/14	Slightly confident	8/25	lower than most accuracies (21-40%)	Yes	10/25	13/25	281
Moderately confident	4/14	approximately equal to the median accuracy (41-60%)	Extremely confident	8/14	approximately equal to the median accuracy (41-60%)	No	6/14	9/14	Extremely confident	15/25	approximately equal to the median accuracy (41-60%)	No	20/25	12/25	282
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/14	higher than most accuracies (61-80%)	Yes	11/14	2/14	Moderately confident	16/25	higher than most accuracies (61-80%)	Yes	20/25	3/25	283
Moderately confident	3/14	among the highest accuracies (80-100%)	Extremely confident	6/13	among the highest accuracies (80-100%)	No	8/13	6/13	Moderately confident	22/25	approximately equal to the median accuracy (41-60%)	Yes	10/25	12/25	284
Somewhat confident	6/14	higher than most accuracies (61-80%)	Moderately confident	6/13	approximately equal to the median accuracy (41-60%)	Yes	9/13	7/13	Somewhat confident	10/25	approximately equal to the median accuracy (41-60%)	No	10/25	12/25	285
Extremely confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	0/13	4/13	Moderately confident	14/25	approximately equal to the median accuracy (41-60%)	Yes	0/25	3/25	286
Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/13	higher than most accuracies (61-80%)	Yes	11/13	3/13	Somewhat confident	15/25	higher than most accuracies (61-80%)	Yes	16/25	1/25	287
Somewhat confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/13	higher than most accuracies (61-80%)	No	0/13	0/13	Moderately confident	19/25	approximately equal to the median accuracy (41-60%)	No	0/25	0/25	288
Moderately confident	8/14	higher than most accuracies (61-80%)	Moderately confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	0/13	0/13	Moderately confident	18/25	approximately equal to the median accuracy (41-60%)	Yes	0/25	0/25	289
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	No	5/14	0/14	Moderately confident	22/25	approximately equal to the median accuracy (41-60%)	No	0/25	0/25	290
Extremely confident	10/14	among the highest accuracies (80-100%)	Extremely confident	10/13	among the highest accuracies (80-100%)	Yes	11/13	2/13	Extremely confident	20/25	among the highest accuracies (80-100%)	Yes	6/25	5/25	291
Slightly confident	6/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	10/14	11/14	Somewhat confident	23/25	approximately equal to the median accuracy (41-60%)	Yes	22/25	20/25	292
Extremely confident	13/14	approximately equal to the median accuracy (41-60%)	Extremely confident	11/13	approximately equal to the median accuracy (41-60%)	No	4/13	2/13	Extremely confident	23/25	approximately equal to the median accuracy (41-60%)	No	3/25	0/25	293
Somewhat confident	12/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/13	lower than most accuracies (21-40%)	Yes	8/13	6/13	Somewhat confident	10/25	approximately equal to the median accuracy (41-60%)	Yes	11/25	10/25	294
Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	Slightly confident	5/13	lower than most accuracies (21-40%)	Yes	13/13	1/13	Somewhat confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	25/25	5/25	295
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	10/14	10/14	Moderately confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	16/25	3/25	296
Not confident at all	7/14	approximately equal to the median accuracy (41-60%)	Not confident at all	5/13	lower than most accuracies (21-40%)	Yes	11/13	11/13	Slightly confident	10/25	approximately equal to the median accuracy (41-60%)	Yes	5/25	5/25	297
Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/14	approximately equal to the median accuracy (41-60%)	No	0/14	1/14	Moderately confident	21/25	approximately equal to the median accuracy (41-60%)	No	2/25	1/25	298
Somewhat confident	6/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/14	higher than most accuracies (61-80%)	Yes	2/14	2/14	Somewhat confident	17/25	approximately equal to the median accuracy (41-60%)	Yes	3/25	3/25	299
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	0/13	Somewhat confident	17/25	approximately equal to the median accuracy (41-60%)	Yes	9/25	1/25	300
Not confident at all	8/14	lower than most accuracies (21-40%)	Slightly confident	7/13	lower than most accuracies (21-40%)	Yes	12/13	12/13	Not confident at all	13/25	lower than most accuracies (21-40%)	Yes	24/25	25/25	301
Somewhat confident	9/14	higher than most accuracies (61-80%)	Moderately confident	18/25	higher than most accuracies (61-80%)	Yes	5/13	11/13	Moderately confident	16/25	higher than most accuracies (61-80%)	Yes	10/25	13/25	302
Somewhat confident	8/14	lower than most accuracies (21-40%)	Somewhat confident	7/14	lower than most accuracies (21-40%)	No	8/14	7/14	Slightly confident	22/25	higher than most accuracies (61-80%)	No	22/25	23/25	303
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	12/14	approximately equal to the median accuracy (41-60%)	Yes	10/14	11/14	Moderately confident	10/25	higher than most accuracies (61-80%)	Yes	10/25	13/25	304
Extremely confident	8/14	approximately equal to the median accuracy (41-60%)	Extremely confident	10/13	higher than most accuracies (61-80%)	Yes	8/13	7/13	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	10/25	14/25	305
Slightly confident	8/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	9/14	8/14	Somewhat confident	11/25	approximately equal to the median accuracy (41-60%)	Yes	9/25	10/25	306
Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/13	approximately equal to the median accuracy (41-60%)	No	1/13	0/13	Moderately confident	18/25	approximately equal to the median accuracy (41-60%)	No	0/25	0/25	307
Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Extremely confident	13/14	higher than most accuracies (61-80%)	Yes	11/14	10/14	Moderately confident	24/25	among the highest accuracies (80-100%)	Yes	24/25	24/25	308
Moderately confident	12/14	higher than most accuracies (61-80%)	Moderately confident	11/13	higher than most accuracies (61-80%)	Yes	2/13	0/13	Moderately confident	21/25	higher than most accuracies (61-80%)	Yes	1/25	1/25	309
Moderately confident	10/14	higher than most accuracies (61-80%)	Moderately confident	11/14	higher than most accuracies (61-80%)	Yes	14/14	1/14	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	24/25	3/25	310
Somewhat confident	14/14	approximately equal to the median accuracy (41-60%)	Moderately confident	25/25	approximately equal to the median accuracy (41-60%)	Yes	11/13	12/13	Moderately confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	24/25	23/25	311
Slightly confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	13/14	14/14	Somewhat confident	7/25	lower than most accuracies (21-40%)	Yes	23/25	24/25	312
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Moderately confident	7/13	higher than most accuracies (61-80%)	Yes	7/13	7/13	Extremely confident	10/25	among the highest accuracies (80-100%)	Yes	15/25	15/25	313
Moderately confident	4/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	10/25	approximately equal to the median accuracy (41-60%)	Yes	6/13	6/13	Somewhat confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	16/25	15/25	314
Somewhat confident	10/14	approximately equal to the median accuracy (41-60%)	Slightly confident	11/13	higher than most accuracies (61-80%)	Yes	11/13	10/13	Extremely confident	19/25	approximately equal to the median accuracy (41-60%)	Yes	20/25	20/25	315
Extremely confident	10/14	higher than most accuracies (61-80%)	Moderately confident	8/13	higher than most accuracies (61-80%)	Yes	8/13	9/13	Moderately confident	24/25	higher than most accuracies (61-80%)	Yes	23/25	23/25	316
Somewhat confident	10/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	10/13	approximately equal to the median accuracy (41-60%)	No	11/13	0/13	Somewhat confident	19/25	approximately equal to the median accuracy (41-60%)	No	19/25	0/25	317
Moderately confident	8/14	higher than most accuracies (61-80%)	Extremely confident	11/14	among the highest accuracies (80-100%)	Yes	11/14	11/14	Extremely confident	21/25	among the highest accuracies (80-100%)	Yes	20/25	21/25	318
Moderately confident	10/14	higher than most accuracies (61-80%)	Moderately confident	10/14	higher than most accuracies (61-80%)	No	0/14	0/14	Moderately confident	20/25	higher than most accuracies (61-80%)	No	0/25	0/25	319
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	8/13	Somewhat confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	13/25	13/25	320
Slightly confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/13	approximately equal to the median accuracy (41-60%)	No	0/13	0/13	Somewhat confident	19/25	approximately equal to the median accuracy (41-60%)	No	0/25	0/25	321
Moderately confident	11/14	higher than most accuracies (61-80%)	Moderately confident	11/13	higher than most accuracies (61-80%)	Yes	0/13	0/13	Moderately confident	22/25	higher than most accuracies (61-80%)	Yes	0/25	0/25	322
Extremely confident	10/14	higher than most accuracies (61-80%)	Extremely confident	11/14	among the highest accuracies (80-100%)	Yes	12/14	11/14	Extremely confident	25/25	higher than most accuracies (61-80%)	Yes	24/25	24/25	323
Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Extremely confident	11/13	higher than most accuracies (61-80%)	No	10/13	11/13	Extremely confident	16/25	higher than most accuracies (61-80%)	Yes	16/25	16/25	324
Somewhat confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	2/13	2/13	Moderately confident	16/25	approximately equal to the median accuracy (41-60%)	No	1/25	1/25	325
Slightly confident	8/15	approximately equal to the median accuracy (41-60%)	Somewhat confident	6/15	approximately equal to the median accuracy (41-60%)	No	12/15	4/15	Moderately confident	13/25	approximately equal to the median accuracy (41-60%)	No	18/25	2/25	326
Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	10/14	0/14	Somewhat confident	18/25	approximately equal to the median accuracy (41-60%)	Yes	18/25	0/25	327
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	10/14	higher than most accuracies (61-80%)	Yes	5/14	2/14	Moderately confident	20/25	higher than most accuracies (61-80%)	Yes	18/25	3/25	328
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	18/25	higher than most accuracies (61-80%)	Yes	8/13	8/13	Extremely confident	20/25	among the highest accuracies (80-100%)	Yes	20/25	20/25	329
Slightly confident	6/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Yes	3/14	3/14	Somewhat confident	13/25	approximately equal to the median accuracy (41-60%)	Yes	8/25	8/25	330
Extremely confident	10/14	approximately equal to the median accuracy (41-60%)	Moderately confident	11/13	higher than most accuracies (61-80%)	Yes	4/13	4/13	Moderately confident	20/25	higher than most accuracies (61-80%)	Yes	5/25	5/25	331
Moderately confident	7/14	approximately equal to the median accuracy (41-60%)	Moderately confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	7/13	8/13	Moderately confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	11/25	10/25	332
Somewhat confident	10/15	approximately equal to the median accuracy (41-60%)	Somewhat confident	10/15	approximately equal to the median accuracy (41-60%)	No	1/15	0/15	Somewhat confident	9/25	approximately equal to the median accuracy (41-60%)	No	2/25	0/25	333
Moderately confident	13/14	approximately equal to the median accuracy (41-60%)	Moderately confident	22/25	approximately equal to the median accuracy (41-60%)	Yes	12/13	12/13	Somewhat confident	24/25	approximately equal to the median accuracy (41-60%)	Yes	23/25	23/25	334
Somewhat confident	9/14	higher than most accuracies (61-80%)	Moderately confident	10/13	higher than most accuracies (61-80%)	Yes	6/13	0/13	Moderately confident	20/25	higher than most accuracies (61-80%)	Yes	2/25	1/25	335
Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Yes	6/14	6/14	Somewhat confident	19/25	approximately equal to the median accuracy (41-60%)	Yes	18/25	4/25	336
Moderately confident	10/14	higher than most accuracies (61-80%)	Moderately confident	9/13	higher than most accuracies (61-80%)	No	1/13	1/13	Moderately confident	16/25	higher than most accuracies (61-80%)	No	2/25	2/25	337
Somewhat confident	6/14	higher than most accuracies (61-80%)	Somewhat confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	10/13	Moderately confident	11/25	approximately equal to the median accuracy (41-60%)	Yes	13/25	10/25	338
Moderately confident	6/14	higher than most accuracies (61-80%)	Moderately confident	7/14	approximately equal to the median accuracy (41-60%)	Yes	12/14	3/14	Moderately confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	25/25	24/25	339
Moderately confident	7/14	higher than most accuracies (61-80%)	Moderately confident	8/13	approximately equal to the median accuracy (41-60%)	Yes	8/13	8/13	Moderately confident	17/25	higher than most accuracies (61-80%)	Yes	17/25	17/25	340
Somewhat confident	6/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	6/25	approximately equal to the median accuracy (41-60%)	Yes	4/13	4/13	Somewhat confident	6/25	approximately equal to the median accuracy (41-60%)	Yes	6/25	5/25	341
Moderately confident	7/14	lower than most accuracies (21-40%)	Extremely confident	10/13	approximately equal to the median accuracy (41-60%)	Yes	11/13	11/13	Extremely confident	24/25	higher than most accuracies (61-80%)	Yes	25/25	25/25	342
Moderately confident	11/15	higher than most accuracies (61-80%)	Moderately confident	11/15	higher than most accuracies (61-80%)	Yes	4/15	2/15	Moderately confident	19/25	higher than most accuracies (61-80%)	Yes	6/25	3/25	343
Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	0/14	0/14	Somewhat confident	17/25	approximately equal to the median accuracy (41-60%)	Yes	4/25	2/25	344
Not confident at all	3/14	lower than most accuracies (21-40%)	Somewhat confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	11/13	11/13	Moderately confident	17/25	approximately equal to the median accuracy (41-60%)	Yes	21/25	21/25	345
Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Yes	9/14	11/14	Moderately confident	22/25	higher than most accuracies (61-80%)	Yes	13/25	12/25	346
Somewhat confident	10/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	10/14	approximately equal to the median accuracy (41-60%)	Yes	6/14	13/14	Moderately confident	15/25	approximately equal to the median accuracy (41-60%)	Yes	12/25	15/25	347
Slightly confident	8/14	lower than most accuracies (21-40%)	Slightly confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	9/14	0/14	Slightly confident	15/25	approximately equal to the median accuracy (41-60%)	No	15/25	2/25	348
Somewhat confident	10/14	higher than most accuracies (61-80%)	Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	No	0/14	0/14	Somewhat confident	18/25	higher than most accuracies (61-80%)	No	0/25	0/25	349
Extremely confident	14/14	among the highest accuracies (80-100%)	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	1/13	0/13	Extremely confident	25/25	among the highest accuracies (80-100%)	Yes	1/25	0/25	350
Slightly confident	5/14	approximately equal to the median accuracy (41-60%)	Moderately confident	11/13	lower than most accuracies (21-40%)	Yes	13/13	6/13	Moderately confident	23/25	higher than most accuracies (61-80%)	Yes	22/25	1/25	351
Somewhat confident	5/14	lower than most accuracies (21-40%)	Moderately confident	8/14	approximately equal to the median accuracy (41-60%)	Yes	4/14	3/14	Somewhat confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	3/25	6/25	352
Moderately confident	10/14	higher than most accuracies (61-80%)	Moderately confident	9/13	higher than most accuracies (61-80%)	No	3/13	0/13	Moderately confident	17/25	higher than most accuracies (61-80%)	No	8/25	4/25	353
Slightly confident	9/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Yes	10/14	3/14	Somewhat confident	12/25	approximately equal to the median accuracy (41-60%)	Yes	15/25	2/25	354
Moderately confident	9/14	lower than most accuracies (21-40%)	Somewhat confident	6/13	lower than most accuracies (21-40%)	Yes	1/13	1/13	Slightly confident	11/25	lower than most accuracies (21-40%)	No	3/25	3/25	355
Extremely confident	13/14	among the highest accuracies (80-100%)	Extremely confident	11/13	among the highest accuracies (80-100%)	Yes	11/13	11/13	Extremely confident	12/25	among the highest accuracies (80-100%)	Yes	22/25	7/25	356
Moderately confident	11/15	higher than most accuracies (61-80%)	Moderately confident	12/15	among the highest accuracies (80-100%)	Yes	8/15	1/15	Somewhat confident	18/25	higher than most accuracies (61-80%)	Yes	22/25	3/25	357
Slightly confident	9/14	higher than most accuracies (61-80%)	Slightly confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	13/13	2/13	Somewhat confident	14/25	approximately equal to the median accuracy (41-60%)	Yes	25/25	4/25	358
Extremely confident	11/14	lower than most accuracies (21-40%)	Extremely confident	11/13	lower than most accuracies (21-40%)	Yes	11/13	11/13	Extremely confident	11/25	lower than most accuracies (21-40%)	Yes	11/25	11/25	359
Moderately confident	7/14	approximately equal to the median accuracy (41-60%)	Moderately confident	7/13	approximately equal to the median accuracy (41-60%)	Yes	7/13	8/13	Moderately confident	9/25	approximately equal to the median accuracy (41-60%)	Yes	10/25	11/25	360
Somewhat confident	8/14	higher than most accuracies (61-80%)	Slightly confident	5/14	lower than most accuracies (21-40%)	No	5/14	0/14	Somewhat confident	20/25	higher than most accuracies (61-80%)	Yes	2/25	0/25	361
Somewhat confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	6/13	approximately equal to the median accuracy (41-60%)	Yes	12/13	3/13	Somewhat confident	10/25	approximately equal to the median accuracy (41-60%)	Yes	19/25	8/25	362
Somewhat confident	8/14	approximately equal to the median accuracy (41-60%)	Slightly confident	4/14	approximately equal to the median accuracy (41-60%)	Yes	8/14	10/14	Somewhat confident	14/25	lower than most accuracies (21-40%)	Yes	14/25	16/25	363
Moderately confident	5/14	higher than most accuracies (61-80%)	Somewhat confident	5/13	approximately equal to the median accuracy (41-60%)	Yes	6/13	5/13	Somewhat confident	5/25	approximately equal to the median accuracy (41-60%)	Yes	6/25	5/25	364
Moderately confident	7/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	11/14	higher than most accuracies (61-80%)	Yes	14/14	1/14	Extremely confident	24/25	approximately equal to the median accuracy (41-60%)	Yes	22/25	1/25	365
Moderately confident	6/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/13	higher than most accuracies (61-80%)	Yes	8/13	9/13	Moderately confident	15/25	higher than most accuracies (61-80%)	Yes	13/25	19/25	366
Slightly confident	5/14	lower than most accuracies (21-40%)	Moderately confident	11/14	higher than most accuracies (61-80%)	Yes	9/14	0/14	Moderately confident	23/25	approximately equal to the median accuracy (41-60%)	Yes	11/25	2/25	367
Moderately confident	5/14	approximately equal to the median accuracy (41-60%)	Moderately confident	8/14	higher than most accuracies (61-80%)	Yes	8/14	3/14	Moderately confident	16/25	approximately equal to the median accuracy (41-60%)	Yes	17/25	4/25	368
Moderately confident	11/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/13	approximately equal to the median accuracy (41-60%)	Yes	3/13	2/13	Somewhat confident	19/25	approximately equal to the median accuracy (41-60%)	Yes	1/25	0/25	369
Slightly confident	5/15	among the lowest accuracies (0-20%)	Somewhat confident	6/15	approximately equal to the median accuracy (41-60%)	Yes	13/15	13/15	Slightly confident	9/25	among the lowest accuracies (0-20%)	Yes	19/25	2/25	370
Somewhat confident	6/14	approximately equal to the median accuracy (41-60%)	Slightly confident	7/14	approximately equal to the median accuracy (41-60%)	No	0/14	0/14	Somewhat confident	9/25	approximately equal to the median accuracy (41-60%)	Yes	0/25	0/25	371
Moderately confident	11/14	higher than most accuracies (61-80%)	Somewhat confident	11/14	higher than most accuracies (61-80%)	Yes	12/14	0/14	Somewhat confident	21/25	higher than most accuracies (61-80%)	Yes	21/25	0/25	372
Somewhat confident	6/14	approximately equal to the median accuracy (41-60%)	Somewhat confident	9/14	approximately equal to the median accuracy (41-60%)	Yes	4/14	0/14	Somewhat confident	14/25	approximately equal to the median accuracy (41-60%)	Yes	0/25	0/25	373
